EmployeeID,DateOfHire,DateOfBirth,Age ,Age Group,Gender,Salary Category,Department,Experience Level,JobTitle,Employment Status,SupervisorID,SupervisorName,SupervisorLevel,ProjectsAssigned,ProjectsCompleted,PerformanceRating,Salary,Bonus,YearsAtCompany,YearsInCurrentRole,TrainingHours,OvertimeHours,Absences,HireSource,EmployeeEngagementScore,TerminationDate,ReasonForLeaving,LastPromotionDate,SeniorLeader,TeamSize,PromotionCount,WorkFromHomeDays,PerformanceImprovementPlan,YearsSinceLastTraining,JobSatisfactionScore,RetentionRisk,DiversityCategory,SkillsAssessmentScore,RecruitmentCost,TimeToFillPosition,InternalPromotion,WorkHoursPerWeek,StressLevelScore
669,24-01-2018,20-02-1964,62,Senior,Non-Binary,High,Marketing,Senior,Emergency planning/management officer,On Leave,980,Kaitlyn Lynch,Director,1,0,5,93532.81,5636.36,10,3,92,15,15,Walk-in,4.25,Active Employee,Still Working ,No Promotion ,Patrick,22,5,12,No,2,2.56,High,Non-Diverse,77.05,1750.2,19,No,37,2.24
670,20-07-2021,06-10-1989,36,Mid Age,Non-Binary,Medium,Finance,Mid Level,"Engineer, biomedical",Active,622,Jessica Christian,Manager,7,12,4,33803.3,14114.26,4,1,99,36,13,Job Board,1.22,Active Employee,Still Working ,15-08-2021,Arun S,13,4,20,No,0,1.76,High,Diverse,91.78,1343.48,51,No,46,8.45
671,27-05-2024,11-01-1972,54,Senior,Non-Binary,High,HR,Fresher,Arboriculturist,Terminated,391,Melvin Bell,Director,12,17,1,99581.21,17535.69,2,3,75,15,5,Walk-in,2.24,03-10-2024,Retirement,24-07-2024,Thomas G,25,3,15,Yes,0,1.97,Medium,Non-Diverse,77.46,7757.7,50,Yes,34,2.5
672,14-03-2019,03-07-1978,47,Senior,Non-Binary,High,HR,Fresher,Actor,On Leave,910,Eric Cooper,Director,9,19,3,88405.63,19779.8,0,10,89,14,9,Recruiter,4.68,Active Employee,Still Working ,26-01-2021,Arun S,21,4,19,Yes,1,4.07,High,Non-Diverse,82.7,7663.52,13,No,47,1.94
673,07-10-2024,12-10-1977,48,Senior,Male,High,Marketing,Senior,Dancer,Terminated,947,Steven Rodriguez,VP,19,19,4,74614.01,1637.01,9,8,62,44,17,Recruiter,2.24,17-11-2024,None,No Promotion ,Patrick,8,3,11,No,2,2.77,Medium,Non-Diverse,80.96,5147,22,No,33,4.71
674,15-06-2022,23-02-1980,46,Senior,Male,High,Marketing,Fresher,Special educational needs teacher,On Leave,416,Raymond Davies,Director,14,6,3,114683.21,17182.24,2,3,49,10,4,Referral,2.03,Active Employee,Still Working ,16-02-2024,Thomas G,21,0,18,Yes,4,2.9,Low,Diverse,73.47,4527.97,49,No,52,8.3
675,21-09-2022,30-07-1979,46,Senior,Male,Medium,HR,Senior,"Psychologist, sport and exercise",Terminated,125,Ronald Vasquez,Director,17,2,4,47291.13,14716.76,8,8,86,35,11,Walk-in,2.59,25-12-2022,Layoff,No Promotion ,Arun S,6,5,8,Yes,4,1.88,High,Non-Diverse,51.12,1625.35,28,Yes,34,2.53
676,10-04-2018,31-08-1974,51,Senior,Non-Binary,High,Finance,Senior,Tourist information centre manager,Terminated,194,Nathan Pena,VP,14,10,2,83827.01,16509.02,8,7,47,21,19,Job Board,1.39,07-04-2023,Retirement,26-01-2019,Thomas G,28,3,13,Yes,0,2.14,Medium,Non-Diverse,52.82,4717.4,59,No,41,7.8
677,29-08-2016,04-04-2000,26,Young,Male,Medium,HR,Senior,Ship broker,On Leave,737,Caitlyn Willis DDS,Director,10,16,1,61198.39,17429.47,9,1,45,6,6,Walk-in,3.65,Active Employee,Still Working ,No Promotion ,Patrick,25,3,14,Yes,4,1.99,High,Diverse,74.56,9387.26,55,No,47,6.96
678,01-04-2018,18-12-1964,61,Senior,Male,High,Sales,Fresher,Jewellery designer,Terminated,784,Victoria Grant,Director,16,19,5,91485.3,9946.01,0,0,95,17,11,Job Board,4.96,02-07-2018,None,01-03-2024,Patrick,46,0,19,Yes,3,2.14,High,Diverse,87.42,3222.64,38,Yes,40,5.72
679,21-12-2020,02-06-1982,43,Mid Age,Female,Medium,Finance,Mid Level,"Programmer, applications",Active,647,Tiffany Morgan,Director,12,20,2,63610.95,8937.44,4,2,91,1,10,Job Board,1.07,Active Employee,Still Working ,No Promotion ,Thomas G,50,0,9,Yes,1,4.83,High,Non-Diverse,66.32,5078.45,21,No,39,5.62
680,04-06-2016,06-07-1966,59,Senior,Female,High,Finance,Senior,Gaffer,Active,343,Austin Bradley,Manager,2,9,2,80932.63,18759.18,9,3,41,22,6,Job Board,1.13,Active Employee,Still Working ,10-02-2023,Thomas G,38,4,15,No,0,2.52,Medium,Diverse,75.1,5664.74,18,No,32,8.33
681,08-07-2017,08-12-1988,37,Mid Age,Male,Medium,IT,Fresher,"Nurse, adult",Active,188,Maria Arnold,Manager,2,15,1,57034.22,1934.22,1,1,86,14,4,Referral,3.65,Active Employee,Still Working ,10-12-2024,Arun S,15,1,10,Yes,1,2.04,Low,Diverse,52.48,2514.98,55,Yes,48,6.04
682,01-10-2021,05-05-1992,34,Mid Age,Female,High,IT,Senior,Tour manager,On Leave,748,James Barnes,VP,6,7,2,117534.81,13931.45,7,7,38,15,6,Referral,4.31,Active Employee,Still Working ,No Promotion ,Patrick,43,2,17,No,3,3.59,Low,Diverse,86.23,5757.16,48,No,49,6.46
683,09-12-2017,05-05-1986,40,Mid Age,Male,Medium,Sales,Fresher,Colour technologist,Terminated,535,Pamela Collins,Manager,6,9,2,69199.23,4323.28,2,5,50,19,4,Referral,2.34,28-10-2020,Layoff,19-11-2020,Patrick,38,1,2,No,5,3.37,High,Diverse,71.85,4521.78,5,No,57,9.85
684,01-06-2018,12-04-1989,37,Mid Age,Non-Binary,Medium,HR,Senior,Editorial assistant,Terminated,782,Jorge Smith,Director,18,7,4,57084.31,7618.51,8,10,31,7,20,Job Board,1.6,16-11-2024,Retirement,No Promotion ,Thomas G,43,1,16,Yes,2,3.13,Low,Non-Diverse,86.79,7756.76,23,Yes,39,7.52
685,07-05-2022,15-12-1999,26,Young,Female,High,Marketing,Fresher,Translator,Active,752,Janet Roth,Manager,7,1,5,116530.35,4812.93,0,9,97,34,20,Referral,3.71,Active Employee,Still Working ,No Promotion ,Thomas G,36,1,6,No,1,2.96,Low,Diverse,57.64,4849.28,50,No,57,7.23
686,16-03-2019,13-05-1983,43,Mid Age,Non-Binary,Medium,Finance,Mid Level,Ambulance person,On Leave,646,Sandra Atkins,VP,18,16,5,66075.21,2234.22,3,8,42,10,6,Referral,4.73,Active Employee,Still Working ,22-06-2022,Patrick,19,1,18,No,2,2.05,Low,Diverse,82.48,1710.84,11,Yes,45,7.02
687,21-05-2015,18-04-1981,45,Senior,Female,High,Marketing,Mid Level,Fitness centre manager,Terminated,380,Daniel Boyer,VP,0,8,3,78188.34,18304.14,4,2,59,13,10,Job Board,3.45,20-01-2018,Layoff,23-04-2019,Thomas G,9,0,15,Yes,3,4.31,Low,Non-Diverse,96.31,7888.72,34,No,35,9.58
688,12-05-2018,24-01-1986,40,Mid Age,Male,High,Sales,Senior,Charity officer,On Leave,589,Sheena Chandler,VP,19,15,5,73063.04,15073.18,6,2,53,21,13,Recruiter,2.27,Active Employee,Still Working ,16-06-2022,Thomas G,22,3,3,No,5,1.51,Low,Non-Diverse,85.18,3247.61,53,Yes,56,5.36
689,14-04-2020,07-04-2004,22,Young,Male,High,Sales,Senior,"Therapist, drama",Active,185,Gary Flores,Director,6,10,5,94337.68,1792.43,7,2,2,29,8,Referral,2.78,Active Employee,Still Working ,No Promotion ,Thomas G,39,4,3,Yes,5,4.4,Low,Diverse,59.39,3405.48,44,Yes,37,7.74
690,02-03-2016,08-11-1978,47,Senior,Non-Binary,High,IT,Fresher,"Scientist, marine",Terminated,442,Timothy Zuniga,VP,10,7,3,105693.59,14314.49,0,8,9,31,19,Walk-in,4.29,15-05-2021,Retirement,No Promotion ,Thomas G,45,5,12,No,0,1.49,High,Non-Diverse,75.84,1818.85,40,No,57,9.71
691,09-01-2017,24-12-1972,53,Senior,Female,High,Sales,Fresher,Metallurgist,On Leave,165,Aaron Hunt,Director,15,8,3,109254.65,8056.79,2,1,20,2,15,Walk-in,1.42,Active Employee,Still Working ,12-05-2024,Patrick,5,5,8,No,2,1.24,Low,Non-Diverse,65.41,2535.73,19,Yes,49,3.67
692,23-09-2016,03-03-1994,32,Mid Age,Female,High,IT,Mid Level,Community arts worker,Terminated,581,Kathleen Oconnell,VP,19,13,5,88394.82,13663.34,5,8,60,12,17,Job Board,3.52,16-07-2017,Layoff,26-01-2023,Arun S,22,4,11,No,2,3.59,Medium,Non-Diverse,60.86,1888.62,27,No,44,6.28
693,26-07-2019,22-08-2004,21,Young,Female,High,HR,Mid Level,"Engineer, technical sales",Terminated,690,Steven Anderson,Director,1,12,5,101798.24,16492.5,4,1,76,4,19,Recruiter,3.07,23-09-2023,Resignation,No Promotion ,Patrick,31,3,2,No,0,2.37,Medium,Diverse,54.55,5964.18,30,Yes,36,7.21
694,12-02-2024,23-07-2004,21,Young,Non-Binary,High,Marketing,Fresher,"Chemist, analytical",On Leave,428,Angel Jones,Manager,5,9,5,103589.43,17780.39,1,5,28,6,15,Referral,3.52,Active Employee,Still Working ,No Promotion ,Patrick,15,3,5,Yes,5,2.88,Low,Non-Diverse,54.05,6855.92,43,No,53,7.75
695,21-11-2023,23-12-1971,54,Senior,Female,High,Sales,Mid Level,Applications developer,On Leave,503,Donald Bullock,VP,15,8,4,82725.01,19255.29,4,0,25,5,9,Recruiter,1.26,Active Employee,Still Working ,No Promotion ,Arun S,20,5,7,Yes,1,2.97,High,Non-Diverse,55.89,1459.68,40,No,49,9.09
696,10-12-2019,09-02-1999,27,Young,Non-Binary,High,IT,Fresher,Architectural technologist,Active,932,Scott King,Director,4,15,3,79795.85,6032.91,0,1,86,44,18,Recruiter,4.49,Active Employee,Still Working ,17-05-2024,Arun S,26,2,15,No,1,1.7,Medium,Non-Diverse,83.54,3756.17,10,No,60,3.05
697,20-03-2019,05-12-1973,52,Senior,Non-Binary,Medium,Finance,Fresher,Cabin crew,On Leave,143,Gina Lara,Director,19,4,2,59702.63,8584.38,0,9,89,0,16,Recruiter,1.22,Active Employee,Still Working ,No Promotion ,Arun S,14,5,17,No,5,1.6,High,Non-Diverse,69.57,7158.84,41,Yes,37,9.68
698,29-11-2016,16-01-2002,24,Young,Male,High,Sales,Mid Level,"Teacher, music",Terminated,976,Michelle Mitchell,Director,20,13,5,117293.65,18233.97,3,4,21,45,16,Referral,4.28,22-07-2024,Layoff,No Promotion ,Thomas G,44,3,13,Yes,4,1.6,Low,Diverse,74.16,3478.51,39,No,55,8.29
699,12-08-2016,18-05-1982,44,Mid Age,Male,High,Sales,Mid Level,Educational psychologist,Terminated,131,Daniel Yang,Director,2,0,2,97139.23,5716.03,3,10,6,1,5,Job Board,3.42,10-06-2019,Retirement,No Promotion ,Patrick,8,4,19,Yes,3,1.83,Medium,Diverse,79.28,1128.7,31,Yes,39,9.67
700,14-11-2020,27-11-1969,56,Senior,Non-Binary,High,Marketing,Fresher,"Engineer, manufacturing systems",Active,791,Cassandra Calderon,VP,5,11,4,98350.82,12119.94,0,9,61,20,13,Job Board,1.86,Active Employee,Still Working ,No Promotion ,Patrick,38,3,17,No,0,1.79,Medium,Non-Diverse,64.86,1212.74,47,No,46,5.26
701,02-09-2024,17-11-1963,62,Senior,Male,Medium,IT,Senior,"Nurse, children's",Terminated,147,Leslie Bell DDS,Director,3,12,5,40777.24,13340.89,9,6,73,1,13,Walk-in,3.26,23-09-2024,None,No Promotion ,Arun S,18,0,16,No,1,4.18,Medium,Diverse,84.75,2885.28,27,No,44,6.23
702,25-06-2015,13-05-1986,40,Mid Age,Male,High,IT,Mid Level,"Designer, television/film set",On Leave,24,Jennifer Woods,Director,16,14,1,99959.64,16888.42,4,3,57,19,16,Referral,1.1,Active Employee,Still Working ,No Promotion ,Patrick,43,1,11,No,2,2.77,Low,Diverse,97.22,5014.55,44,Yes,31,8.89
703,23-03-2015,11-02-2001,25,Young,Male,Medium,IT,Senior,Data scientist,Terminated,832,Michael Martinez,Manager,15,19,2,69767.45,8988.33,9,4,46,14,15,Recruiter,4.73,01-10-2018,Retirement,No Promotion ,Patrick,6,3,8,No,1,2.44,Low,Diverse,74.09,5242.39,21,Yes,42,1.48
704,01-07-2023,15-02-1985,41,Mid Age,Male,High,Marketing,Senior,Location manager,On Leave,229,Lucas Wong,VP,11,8,4,93008.18,10561.03,10,0,46,32,15,Job Board,2.04,Active Employee,Still Working ,No Promotion ,Thomas G,6,0,7,No,1,1.54,High,Diverse,86.55,7582.62,9,Yes,51,2
705,14-04-2022,16-04-1997,29,Young,Male,High,Finance,Senior,Operational researcher,Active,123,Austin Phillips,VP,0,11,3,92943.6,8520.24,10,2,32,21,5,Recruiter,2.96,Active Employee,Still Working ,23-01-2023,Arun S,8,5,6,No,5,4.24,Low,Non-Diverse,99.53,6165.49,45,No,53,7.16
706,28-06-2019,27-12-1972,53,Senior,Male,Medium,IT,Fresher,Call centre manager,On Leave,482,Diane Jackson,VP,13,15,2,44643.77,11161.22,2,2,92,33,13,Walk-in,2.7,Active Employee,Still Working ,28-11-2020,Arun S,25,1,19,Yes,4,2.5,Medium,Diverse,79.86,4989.86,32,Yes,45,9.04
707,18-06-2018,11-05-1999,27,Young,Female,Medium,Sales,Mid Level,Clinical biochemist,Active,182,Melanie Daniel,Director,3,0,1,34565.97,13808.4,5,6,46,22,8,Walk-in,1.67,Active Employee,Still Working ,28-05-2020,Thomas G,50,5,11,No,5,3.93,High,Non-Diverse,62.2,7796.56,20,No,34,3.68
708,27-10-2020,13-03-1975,51,Senior,Male,Medium,IT,Mid Level,"Nurse, learning disability",On Leave,998,Robin Hill,Manager,17,18,4,61046.17,12781.54,4,7,38,31,1,Referral,3.36,Active Employee,Still Working ,No Promotion ,Arun S,18,0,0,No,4,3.32,Medium,Non-Diverse,82.99,8116.68,50,No,48,3.09
709,30-11-2019,18-08-1967,58,Senior,Non-Binary,High,Finance,Senior,"Engineer, land",Terminated,587,Regina Thompson,VP,12,0,1,115539.71,17040.11,9,0,66,7,11,Referral,4.5,17-09-2022,None,No Promotion ,Thomas G,20,4,1,Yes,1,1.02,High,Diverse,74.75,5947.97,50,No,38,8.85
710,28-08-2016,08-08-1988,37,Mid Age,Male,High,IT,Senior,Radio producer,Active,417,Jenna Ward,Manager,8,2,4,115064.02,11041.01,10,10,94,38,3,Walk-in,4.61,Active Employee,Still Working ,30-11-2018,Patrick,13,5,19,Yes,4,4.45,Medium,Non-Diverse,82.37,2500.43,54,No,32,7.92
711,25-05-2017,02-09-1997,28,Young,Female,High,IT,Mid Level,Data scientist,On Leave,459,Sara George,Manager,18,12,2,113992.89,2464.7,4,1,16,40,1,Walk-in,1.69,Active Employee,Still Working ,No Promotion ,Arun S,20,0,17,Yes,4,2.36,Low,Non-Diverse,50.79,7757.66,59,Yes,40,3.11
712,28-01-2017,22-03-2001,25,Young,Female,High,Finance,Senior,"Librarian, academic",Terminated,537,Gregory Church,VP,14,6,1,70067.75,7085.3,6,4,53,5,0,Recruiter,2.97,21-06-2024,Retirement,06-08-2017,Thomas G,22,4,12,Yes,0,2.62,High,Diverse,99.64,2714.96,29,Yes,57,7.31
713,20-06-2024,11-01-1962,64,Senior,Female,Medium,Sales,Fresher,"Physicist, medical",Active,794,Melissa Collier,Director,1,5,1,51940.53,16237.04,2,2,86,25,18,Referral,3.11,Active Employee,Still Working ,08-08-2024,Patrick,11,0,14,Yes,2,2.85,High,Non-Diverse,75.86,7940.66,28,Yes,36,4.2
714,28-06-2024,13-02-1979,47,Senior,Non-Binary,High,IT,Senior,Telecommunications researcher,On Leave,366,Theodore Brown,VP,5,9,1,91695.5,3317.48,8,1,5,32,3,Job Board,3.6,Active Employee,Still Working ,21-11-2024,Patrick,38,0,11,No,1,1.49,Low,Diverse,99.68,5600.45,45,Yes,51,9.81
715,24-09-2015,23-12-1975,50,Senior,Male,Medium,Sales,Mid Level,Nutritional therapist,Active,495,Jody Francis,VP,10,8,2,66510.61,7070.19,4,4,4,41,20,Recruiter,1.36,Active Employee,Still Working ,No Promotion ,Thomas G,19,2,1,Yes,1,4.54,Low,Diverse,67.85,5088.67,52,Yes,53,1.98
716,12-08-2020,30-10-1982,43,Mid Age,Male,Medium,IT,Senior,Industrial buyer,Terminated,145,Natalie Hodges,Director,15,9,3,60650.76,11427.12,10,2,72,18,1,Referral,1.97,20-09-2022,None,No Promotion ,Thomas G,12,1,5,Yes,2,4.14,Medium,Non-Diverse,72.13,7693.54,8,Yes,41,1.86
717,01-09-2020,08-07-1987,38,Mid Age,Female,High,Finance,Senior,Warehouse manager,On Leave,986,Charles Vaughn,Director,5,7,4,100264.65,14634.49,9,7,44,48,0,Recruiter,3.81,Active Employee,Still Working ,06-08-2021,Arun S,5,5,14,Yes,5,4.36,Low,Diverse,93.8,2552.22,55,Yes,57,1.93
718,16-11-2020,19-02-2001,25,Young,Non-Binary,Medium,HR,Fresher,Print production planner,Terminated,421,Andrea Martinez,Manager,0,2,1,45005.63,12270.51,0,8,35,27,10,Referral,1.8,27-02-2024,Retirement,09-11-2021,Arun S,9,5,8,No,3,2.21,Low,Non-Diverse,51.25,6668.45,7,Yes,38,4.45
719,05-12-2022,28-01-1970,56,Senior,Male,Medium,Sales,Mid Level,Systems developer,Terminated,253,Pamela Page,Director,2,15,4,57935.44,17961.81,5,6,92,7,8,Referral,2.05,27-04-2024,None,16-09-2023,Patrick,7,2,17,Yes,1,2.54,Medium,Non-Diverse,89.71,9342.7,58,No,32,1.65
720,02-04-2023,20-04-1988,38,Mid Age,Female,High,IT,Senior,"Editor, film/video",On Leave,257,Jennifer Cole,VP,11,19,1,76138.46,10514.49,10,4,56,38,20,Recruiter,1.65,Active Employee,Still Working ,No Promotion ,Thomas G,8,5,18,No,5,4.21,Low,Non-Diverse,77.45,8821.7,54,Yes,48,6.83
721,05-03-2018,02-04-1963,63,Senior,Non-Binary,Medium,Sales,Fresher,Retail manager,Active,287,Jonathan Rowland,Manager,2,10,2,49783.33,10220.87,1,2,91,35,17,Recruiter,3.18,Active Employee,Still Working ,No Promotion ,Thomas G,31,5,12,No,1,3.67,High,Non-Diverse,53.89,7139.27,38,Yes,48,8.22
722,02-08-2015,16-11-1983,42,Mid Age,Non-Binary,High,IT,Mid Level,"Scientist, forensic",Terminated,447,Connie Lutz,Manager,4,18,2,81068.84,7479.84,5,9,44,23,19,Walk-in,3.72,16-12-2023,Resignation,No Promotion ,Thomas G,8,1,12,No,5,4.15,Medium,Diverse,97.84,4363.15,5,No,40,4.56
723,05-02-2019,24-01-1988,38,Mid Age,Female,High,Finance,Senior,Public affairs consultant,On Leave,65,Brittany Sutton,Director,10,7,5,100354.36,18390.2,7,1,30,45,13,Referral,3.21,Active Employee,Still Working ,31-05-2021,Thomas G,46,0,12,Yes,1,3.48,High,Diverse,70.28,9841.72,49,Yes,35,7.25
724,07-02-2021,05-01-2004,22,Young,Female,Medium,Marketing,Fresher,Clothing/textile technologist,Active,205,Lawrence Mccormick,Manager,5,5,5,33716.62,18902.49,1,7,57,14,2,Referral,1.9,Active Employee,Still Working ,No Promotion ,Patrick,35,4,9,Yes,4,4.04,Medium,Diverse,73.25,8942.64,12,No,40,8.35
725,29-04-2022,22-03-1974,52,Senior,Male,High,Finance,Senior,Landscape architect,Active,153,Courtney Brown,Director,6,18,5,80685.65,18394.4,6,8,41,7,10,Referral,1.67,Active Employee,Still Working ,No Promotion ,Patrick,35,1,12,Yes,3,4.34,High,Non-Diverse,51.69,7951.48,51,No,59,8.65
726,24-08-2017,17-12-1982,43,Mid Age,Male,Medium,Finance,Fresher,Marine scientist,On Leave,191,David Moore,VP,12,12,4,48680.71,9275.22,1,6,89,22,12,Recruiter,2.47,Active Employee,Still Working ,02-04-2018,Patrick,28,1,15,Yes,0,2.45,Low,Diverse,54.42,7238.66,43,No,31,4.13
727,01-10-2015,16-10-2002,23,Young,Non-Binary,High,HR,Senior,Science writer,On Leave,883,Mrs. Angel Chen PhD,Manager,4,15,4,77931.08,17081.71,6,2,83,23,20,Recruiter,1.21,Active Employee,Still Working ,No Promotion ,Arun S,44,1,15,Yes,3,1.06,Low,Diverse,63.81,1003.34,58,Yes,42,2.21
728,14-12-2022,17-10-1977,48,Senior,Male,High,Finance,Mid Level,"Accountant, chartered management",Active,151,Angela Kim,VP,19,9,5,105489.42,96.27,3,4,18,32,3,Walk-in,3.05,Active Employee,Still Working ,04-01-2024,Arun S,48,2,9,Yes,1,2.3,Medium,Diverse,86.09,4245.9,37,No,42,2.19
729,29-05-2020,06-01-2001,25,Young,Non-Binary,Medium,Finance,Senior,"Psychotherapist, child",On Leave,942,Daniel Harvey,Manager,10,8,4,54111.2,18701.83,7,6,69,47,0,Walk-in,4.02,Active Employee,Still Working ,08-06-2022,Arun S,45,1,2,No,5,4.52,Medium,Diverse,69.61,3934.06,29,No,36,7.74
730,26-04-2021,21-11-1989,36,Mid Age,Male,Medium,Finance,Fresher,"Sales professional, IT",Terminated,491,Robert Benjamin,Director,20,17,1,59162.5,12310.79,2,8,86,24,4,Recruiter,1.82,26-07-2021,Layoff,No Promotion ,Patrick,48,4,8,Yes,2,2.63,High,Diverse,71.77,3464.2,12,Yes,49,6.04
731,19-08-2023,15-08-1973,52,Senior,Non-Binary,High,Marketing,Fresher,Patent attorney,Active,645,Rebecca Johnson,VP,9,9,5,116456.33,10193.82,0,4,26,39,10,Job Board,2.65,Active Employee,Still Working ,06-08-2024,Thomas G,36,2,19,No,4,3.29,High,Diverse,77.24,8749.02,33,No,43,1.93
732,14-11-2024,25-07-1960,65,Senior,Non-Binary,Medium,Finance,Mid Level,Public relations account executive,On Leave,200,Gina Anderson,VP,11,7,5,63845.25,7118.56,3,10,99,37,13,Walk-in,1.48,Active Employee,Still Working ,21-12-2024,Patrick,31,5,18,Yes,5,3.21,High,Diverse,93.1,6928.4,33,Yes,46,1.18
733,28-03-2019,23-12-1979,46,Senior,Non-Binary,Medium,HR,Mid Level,Farm manager,On Leave,821,Aaron Luna,Manager,0,12,1,31105.37,18290.99,3,7,22,18,4,Referral,1.94,Active Employee,Still Working ,12-07-2024,Patrick,44,0,1,Yes,1,4.24,Low,Non-Diverse,81.67,3401.65,22,No,39,4.82
734,24-01-2016,06-10-1980,45,Senior,Non-Binary,High,Finance,Senior,Legal secretary,Active,542,Amanda Wiley,Manager,20,11,1,71265.46,5388.2,10,7,33,5,4,Recruiter,3.72,Active Employee,Still Working ,23-02-2020,Arun S,7,3,12,Yes,0,4.3,Low,Diverse,59.06,9528.38,49,No,40,2.93
735,21-12-2021,20-07-2000,25,Young,Female,Medium,IT,Senior,Water quality scientist,Active,726,Patricia Jones,VP,2,14,5,40970.4,7505.52,10,7,55,42,9,Recruiter,2.39,Active Employee,Still Working ,03-10-2022,Arun S,30,4,3,Yes,5,2.61,Low,Diverse,59.64,1547.12,51,Yes,57,1.16
736,01-10-2016,01-01-1992,34,Mid Age,Male,High,Sales,Senior,"Designer, industrial/product",Active,765,Cindy Collins,Manager,0,15,3,76921.31,1349.52,10,7,1,25,19,Referral,1.46,Active Employee,Still Working ,No Promotion ,Patrick,5,1,17,Yes,3,2.15,Low,Non-Diverse,79.45,5914.03,35,Yes,51,3.85
737,20-12-2024,04-10-1975,50,Senior,Female,Medium,Marketing,Fresher,"Editor, film/video",Active,36,Joseph Benson,VP,17,5,2,65706.74,9863.26,1,1,92,15,12,Walk-in,1.15,Active Employee,Still Working ,No Promotion ,Arun S,25,2,12,Yes,0,2.51,Medium,Diverse,72.08,5601.6,9,Yes,31,9.59
738,01-12-2023,17-03-1963,63,Senior,Non-Binary,High,Marketing,Senior,Commercial art gallery manager,On Leave,732,Sarah Nelson,Manager,2,9,4,78057.03,657.02,6,6,86,4,9,Job Board,4.66,Active Employee,Still Working ,13-01-2025,Thomas G,28,4,14,No,4,3.74,Low,Non-Diverse,67.78,1554.52,44,No,48,9.65
739,03-01-2022,22-10-1997,28,Young,Non-Binary,High,HR,Mid Level,Data processing manager,Active,984,Daniel Hines,VP,11,20,5,77729.12,13370.62,4,8,81,26,16,Job Board,2.47,Active Employee,Still Working ,No Promotion ,Patrick,28,3,8,No,4,4.34,Low,Diverse,96.23,8529.2,19,Yes,41,6.7
740,05-12-2021,18-06-1967,58,Senior,Male,High,IT,Senior,"Solicitor, Scotland",On Leave,290,Richard Love,Director,16,17,2,93504.95,17750.23,6,2,3,24,0,Walk-in,1,Active Employee,Still Working ,No Promotion ,Patrick,11,1,12,Yes,3,3.18,Low,Diverse,63.46,6597.98,42,Yes,57,2.11
741,13-02-2018,11-03-1997,29,Young,Female,Medium,IT,Senior,Public relations account executive,Active,367,Charles Baker,Manager,17,10,4,37045.37,10840.12,8,5,75,23,19,Walk-in,1.58,Active Employee,Still Working ,No Promotion ,Patrick,22,0,5,Yes,1,1.58,High,Non-Diverse,96.06,6501.89,33,Yes,31,4.18
742,29-08-2018,13-05-1995,31,Mid Age,Female,High,Finance,Mid Level,"Exhibitions officer, museum/gallery",On Leave,173,Michael Morales,Manager,20,14,3,75917.63,8612.57,5,2,21,12,14,Walk-in,2.56,Active Employee,Still Working ,No Promotion ,Arun S,9,3,14,Yes,4,3.32,High,Diverse,78.7,2159.58,11,Yes,60,1.01
743,26-07-2016,12-11-1960,65,Senior,Male,High,HR,Senior,"Engineer, site",Active,228,Joseph Peterson,Manager,10,10,3,99862.04,19585.82,10,7,50,48,4,Recruiter,3.99,Active Employee,Still Working ,No Promotion ,Thomas G,47,4,16,Yes,1,3.46,Medium,Diverse,79.86,3274.06,50,Yes,43,5.26
744,29-11-2020,21-06-2004,21,Young,Female,Medium,Sales,Fresher,Physiological scientist,Active,778,Alexander Zavala,Director,4,15,4,47449.55,7031.93,1,0,73,50,12,Job Board,1.52,Active Employee,Still Working ,No Promotion ,Arun S,20,1,18,No,2,1.69,High,Non-Diverse,98.14,8217.28,47,No,45,3.91
745,21-01-2022,05-11-1964,61,Senior,Non-Binary,High,Sales,Senior,"Optician, dispensing",Active,498,Melissa Hodges,Manager,0,10,1,114618.15,13205.03,7,10,10,20,3,Recruiter,2.15,Active Employee,Still Working ,11-01-2023,Thomas G,17,0,12,No,5,1.42,Medium,Diverse,96.88,3427.58,40,No,51,9.2
746,06-09-2020,26-01-1984,42,Mid Age,Non-Binary,Medium,Marketing,Senior,Lobbyist,On Leave,156,Sarah Salazar,Director,1,3,5,32068.39,14610.02,6,6,65,9,4,Referral,3.41,Active Employee,Still Working ,29-09-2024,Patrick,13,2,2,No,4,1.88,High,Non-Diverse,55.76,1525.68,57,Yes,58,1.71
747,04-03-2021,22-05-2006,20,Young,Female,High,IT,Senior,Research scientist (life sciences),Terminated,347,Gabriela Graham,Manager,14,19,2,87906.74,10611.27,8,5,69,2,7,Referral,1.3,21-12-2024,Layoff,24-06-2023,Arun S,39,0,11,No,4,3.32,Medium,Diverse,82.42,9999.75,13,Yes,53,6.05
748,09-07-2016,13-10-1985,40,Mid Age,Non-Binary,High,Marketing,Senior,Theatre manager,Terminated,269,Rhonda Thomas,Manager,1,18,4,114301.47,19554.52,9,5,94,50,6,Recruiter,1.9,25-11-2018,Retirement,06-04-2022,Thomas G,10,3,14,No,4,4.54,Low,Diverse,71.27,1211.61,60,No,59,4.22
749,30-03-2020,25-11-1991,34,Mid Age,Non-Binary,Medium,HR,Mid Level,Software engineer,Active,153,Megan Holmes,VP,16,19,3,58661.26,19297.06,5,5,53,2,20,Recruiter,2.7,Active Employee,Still Working ,10-08-2020,Arun S,50,2,18,Yes,5,1.72,Medium,Non-Diverse,72.71,7058.09,45,Yes,35,9.93
